"Collection Name","Title#1","Subtitle#1","Alternative Title#1","Alternative Title#1$2","Alternative Title#1$1","Alternative Title#1$4","Alternative Title#1$3","Title#2","Name Part#1","Name Part Date#1","Name Display Form#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Name Part#2","Name Part Date#2","Name Display Form#2","Name Role Term Text#2","Name Authority#2","Name Part#3","Name Part Date#3","Name Display Form#3","Name Authority#3","Name Part#4","Name Part Date#4","Name Display Form#4","Name Authority#4","Name Part#5","Name Display Form#5","Name Authority#5","Type of Resource#1","Genre#1","Genre Authority#1","Genre Type#1","Place Term#1","Place Term Type#1","Place Term Authority#1","Publisher#1","Publisher#1$1","Publisher#1$2","Date Issued#1","Date Issued#1$1","Date Issued#1$2","Date Created#1","Date Captured#1","Edition#1","Place Term#2","Place Term Type#2","Place Term Authority#2","Publisher#2","Date Issued#2","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Physical Description Note#1","Note#1","Note#2","Note#3","Note#4","Note#5","Note#6","Note#7","Note#8","Note#9","Note#10","Note#11","Subject Topic#1","Subject Topic#1$4","Subject Topic#1$3","Subject Topic#1$6","Subject Topic#1$5","Subject Topic#1$8","Subject Topic#1$7","Subject Topic#1$9","Subject Topic#1$2","Subject Topic#1$1","Subject Authority#1","Subject Geographic#1","Subject Geographic Authority#1","Subject Temporal#1","Subject Temporal Authority#1","Subject Title Info#1","Subject Name#1$1","Subject Name#1$2","Subject Geographic Code#1","Subject Geographic Code Authority#1","Subject Genre#1$2","Subject Genre#1$1","Subject Genre#1$3","Subject Genre#1","Subject Genre Authority#1","Subject Cartographics Scale#1","Subject Cartographics Scale#1$1","Subject Cartographics Scale#1$2","Subject Cartographics Coordinates#1$1","Subject Cartographics Coordinates#1$2","Subject Cartographics Coordinates#1","Subject Geographic#2","Subject Geographic Authority#2","Subject Geographic#3","Subject Geographic Authority#3","Subject Geographic#4","Subject Geographic Authority#4","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item Identifier URI#1","Identifier#1","Identifier Type#1","Identifier URI#1","Physical Location#1","Physical Location Type#1","Shelf Identifier#1","Location URL#1","Rights#1","Rights#2","Rights#3","Rights#4","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Colorado Historical Maps","Map showing unappropriated government lands in western Nebraska and South Platte Valley, Colorado","","Panel title: Free government lands in western Nebraska and South Platte Valley, Colorado on Union Pacific","","","","","","Union Pacific Railroad Company","","Union Pacific Railroad Company","","","http://id.loc.gov/authorities/names/n81029000","Lomax, E. L.","1852-1916","Lomax, E. L. (Edward Lloyd), 1852-1916","","http://id.loc.gov/authorities/names/n00077692","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Omaha (Neb.)","Geographic","http://id.loc.gov/authorities/names/n79045127","Union Pacific Railroad","","","[1909?]","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map ; 44 x 91cm, folded to 23 x 11 cm, on sheet 46 x 91 cm","reformatted digital","","""7-25-09-50M""--Verso, panel 14","Shows Township plats, lands open to settlement, Union Pacific Railroad route, with E. L. Lomax, General Passenger Agent, Union Pacific Railroad Co., Omaha, Nebraska, as contact for further information. Also shows part of counties in northwest Kansas and most of Laramie County, Wyoming","Text and illustrations on verso regarding how to obtain title to public lands under the Homestead Law and other laws. Includes power of attorney form and list of agencies with contact names for information on how to reach the land","Verso panels with title have blue coloring","Map Library instruction","","","","","","","","Public land sales--West (U.S.)","Homestead law--United States","Public lands--Colorado--Maps","Railroads--West (U.S.)--Map","","Public lands--Nebraska--Maps","","Public lands--Kansas--Maps","Public lands--Wyoming--Laramie County--Maps","lcsh","","","","","","","","","","","","","Maps","lcgft","Scale not given","","","","","(W 105°18'00""--W 99°57'00""/N 41°54'00""--N 39°47'00"")","","","","","","","","","","","maps_coHistorical_1909_unappGovtLands.jp2","local","Catalog record: https://libraries.colorado.edu/record=b9077355","Jerry Crail Johnson Earth Sciences & Map Library","current","G4191.G5 1909 .U5","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","196","4742","maps_coHistorical_1909_unappGovtLands_b.jp2|maps_coHistorical_1909_unappGovtLands.jp2",""
"Colorado Historical Maps","Map of Cripple Creek gold mining district ","","","","","","","","Williamson-Haffner Co.","","Williamson-Haffner Co.","","additional author","http://id.loc.gov/authorities/names/nr2006009026","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Colorado Springs (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79084870","William P. Bonright & Co.","","","[1895]","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map ; 29 x 22 cm","reformatted digital","","Relief shown by spot heights and pictorially","""Copyrighted July, 1895.""","Shows railroads, towns, and mines to the north, east, and south of the town of Cripple Creek","""Williamson-Haffner Eng. Co., Denver""--Lower right border","""Note. The numbers indicate height in feet above tide water""--Below title","","","","","","","","","","","","","","","Gold mines and mining--Colorado--Teller County--Maps","Mines and mineral resources--Colorado--Cripple Creek-Victor Gold Mining District--Maps","lcsh","Cripple Creek District Mine (Teller, Colorado, United States, North America) (mine)","GNIS: 1735389","","","","","","","","","","","Maps","lcgft","Scale not given","","","","","(W 105°11'15""--W 105°06'00""/N 38°47'10""--N 38°42'10"")","Teller County (Colorado, United States, North America) (civil)","GNIS: 198175","","","","","","","","","maps_coHistorical_1895July_CrippleCrGold_d.jpg","local","Catalog record: https://libraries.colorado.edu/record=b10248106","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.T4H2 1895 .M3","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","112","4742","maps_coHistorical_1895July_CrippleCrGold_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~112~232483"
"Colorado Historical Maps","Map of the town of De Beque, Mesa County, Colorado","","Map of the town of DeBeque, Mesa County, Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Colorado?]","Geographic","ttp://id.loc.gov/authorities/names/n80125532","[publisher not identified]","","","[1900?]","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map ; 51 x 45 cm, on sheet 58 x 49 cm","reformatted digital","","Date derived from absence of Colorado Midland & D. & R. G. R. R. present on 1904 Sanborn fire insurance map at 2nd St. and Winter Ave","Shows block and lot numbers from Rhone Ave. in the west to Rouse Ave. in the east, and from 9th St. in the north to Park Grounds and Grand River in the south",""" N.E. Cor Sec 28""--at top at 9th St. ""1/4 Cor E side Sec 28. T. 8 S. R. 97 W""--lower right near 2nd St","","","","","","","","","Real property--Colorado--De Beque--Maps","","","","","","","","","","lcsh","De Beque (Mesa, Colorado, United States, North America) (populated place)","GNIS: 174334","","","","","","","","","","","Maps","lcgft","Scale approximately 1:2,200. 200 ft. to 1 in.","","","","","(W 108°13'13""--W 108°12'40""/N 39°20'15""--N 39°19'45"")","","","","","","","","","","","maps_coHistorical_debequeMesaCounty.jp2","local","Catalog record: https://libraries.colorado.edu/record=b10308538","Jerry Crail Johnson Earth Sciences & Map Library","current","G4314.D22G46 1900 .M3","","The organization that has made the Item available reasonably believes that the Item is not restricted by copyright or related rights, but a conclusive determination could not be made. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. URI: http://rightsstatements.org/vocab/NKC/1.0/http://rightsstatements.org/vocab/NKC/1.0/","","","","156","4742","maps_coHistorical_debequeMesaCounty.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~156~223195"
"Colorado Historical Maps","Midget mileage map of the best roads of Colorado","Showing paved roads, road distances","Midget road map of Colorado","","","","","","Clason Map Co.","","Clason Map Co.","","","http://id.loc.gov/authorities/names/nr98013404","Clason, George S.","1874-1957","Clason, George S. (George Samuel), 1874-1957","","http://id.loc.gov/authorities/names/no94002083","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Clason Map Co.","","","[between 1925 and 1926?]","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map ; 20 x 26 cm, folded in cover to 8 x 5 cm","reformatted digital","","Relief shown by hachures and spot heights","Date derived from presence of road over Monarch Pass, completed 1922, and lack of road up to Mount Evans, completed 1927. Nation-wide  system  of  numbered  highways, initiated in 1924, not yet present","""Copyrighted the C. M. Co.""--Lower left","""Compliments of Motor Specialties Co. ... Denver, Colo. Distributors of the Warford auxiliary transmission for all Fords""--Cover","","","","","","","","","","","","","","","","Roads--Colorado--Maps","Roads","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale approximately 1:2,500,000","","","","","(W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00"")","","","","","","","","","","","maps_coHistorical_1925_midgetMilageMap.jp2","local","Catalog record: https://libraries.colorado.edu/record=b10849644","Jerry Crail Johnson Earth Sciences & Map Library","current","G4311.P2 1925 .C5","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","","","","202","4742","maps_coHistorical_1925_midgetMilageMap_b.jp2|maps_coHistorical_1925_midgetMilageMap_c.jp2|maps_coHistorical_1925_midgetMilageMap.jp2",""
"Colorado Historical Maps","Mining map of Boulder County, Colorado","Showing patented claims according to final official surveys","","","","","","","Rollandet, G. J.","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","G.J. Rollandet","","","1894","","","","","","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Denver Lith. Company","1894","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map ; 56 x 81 cm, on sheet 65 x 103 cm","reformatted digital","","Includes index, advertising, and 5 inset maps","Inset maps: Section 8, T.1 S., R.73 W. -- [Section 27] -- [Balarat claim] -- Sec. 12 -- Sec 20 and 29, T. 1 S., R.71 W","","","","","","","","","","","Mining claims--Colorado--Boulder County--Maps","Mines and mineral resources--Colorado--Boulder County--Maps","","","","","","Mines and mineral resources","Mining claims","lcsh","Boulder County (Colorado, United States, North America) (civil)","fast","","","","","","","","","","","Maps","lcgft","Scale approximately 1:36,000","","","","","","","fast","","fast","","fast","","","","","maps_coHistorical_boulderMining1894.jp2","local","Catalog record: https://libraries.colorado.edu/record=b6603355","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.B6H1 1894 .R66","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","153","4742","maps_coHistorical_boulderMining1894.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~153~223201"
"Colorado Historical Maps","Nebraska and Kanzas","","Nebraska and Kansas","","","","","","J.H. Colton & Co.","","J.H. Colton & Co.","cartographer","","http://id.loc.gov/authorities/names/n83052525","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","New York (State)","Geographic","http://id.loc.gov/authorities/names/n80126293","Published by J.H. Colton & Co.","","","[1855]","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map : hand colored ; 29 x 36 cm, on sheet 39 x 47 cm","reformatted digital","","Relief shown by hachures","Shows routes explored for Pacific railroad by Captain J.W. Gunnison and Lieutenant E.G. Beckwith; shows route for a proposed railroad to the West Coast as Governor Stevens' Route & line of proposed Pacific railroad; and adjacent portions of neighboring states. Hand colored in pink to define territory and state boundaries","""Published by J.H. Colton & Co. Number 172 William St. New York.; Entered according to Act of Congress in the year 1855 by J.H. Colton & Co. in the Clerks Office of the District Court of the United Stated for the Southern District of New York.""","Prime meridians: Greenwich and Washington","Includes notes","At lower right: Number 50","C.U. Libraries copy includes separate sheet of text describing Nebraska, Kansas, Idian, etc., Territories","Available also through the Library of Congress Web site as a raster image","","","","","","","","","","","","","","","Kansas (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n79007369","","","","","","","","","","","Maps","lcgft","Scale approximately 1:4,900,000","","","","","(W 113°--W 93°/N 48°--N 38°)","Nebraska (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80072484","","","","","","","","","maps_coHistorical_1855_NebraskaKanzas_d.jp2","local","Catalog record: https://libraries.colorado.edu/record=b10816111","Jerry Crail Johnson Earth Sciences & Map Library","current","G4190 1855 .J4","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","198","4742","maps_coHistorical_1855_NebraskaKanzas_d.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~198~232454"
"Colorado Historical Maps","Nell's new topographical & township map of the State of Colorado","","New topographical and township map of the state of Colorado","","","","","","Nell, Louis","","Nell, Louis","cartographers","","http://id.loc.gov/authorities/names/n50028440","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Washington (D.C.)","Geographic","http://id.loc.gov/authorities/names/n79018774","Chain & Hardy","","","1880","","","","","","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 95 x 70 cm, folded to 16 x 11 cm","reformatted digital","","Relief shown by contours, hachures and spot heights.","Includes tables for counties, astronomical positions, and arable land.","""Stone & Co. General agents for Colorado"" inked out and replaced with Chain & Hardy stamp.","""A. M. Photo-Litho Co. N.Y. (Osborne's process.)""--Lower left margin.","","","","","","","","","","","","","","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","Topographic maps","Maps","","","lcgft","Scale 1:665,280, 1 inch to 10.5 miles","","","","","W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00""","","","","","","","","","","","maps_coHistorical_Nells_1880_01.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10022807~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1880 .N4","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","17","4545","maps_coHistorical_Nells_1880_01.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~17~151302"
"Colorado Historical Maps","Nell's new topographical & township map of the state of Colorado","","New topographical and township map of the state of Colorado","","","","","","Nell, Louis","","Nell, Louis","cartographers","","http://id.loc.gov/authorities/names/n50028440","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Stone & Co.","","","1880","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 67 x 96 cm, folded to 16 x 11 cm","reformatted digital","","Relief shown by contours, hachures and spot heights.","Shows railroads, roads, trails, townships, private grants, military and Indian reservations.","Includes tables: Area of counties -- Astronomical positions -- Arable land.","""A. M. Photo-Litho Co. N.Y. (Osborne's process.)""--Lower left margin.","","","","","","","","","","","","","","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","Topographic maps","Maps","","","lcgft","Scale [1:665,280], 1 inch = 10.5 miles","","","","","W 109°00'--W 102°00'/N 41°00'--N 37°00'","","","","","","","","","","","maps_coHistorical_Nells_1880_02.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10022808~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1880 .N45","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","29","4545","maps_coHistorical_Nells_1880_02.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~29~151301"
"Colorado Historical Maps","Nell's topographical & township map of the State of Colorado","","Nell's topographical and township map of the State of Colorado","","","","","","Nell, Louis","","Nell, Louis","cartographers","","http://id.loc.gov/authorities/names/n50028440","American Photo-Lithographic Company","","American Photo-Lithographic Company","","http://id.loc.gov/authorities/names/no95046142","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Chain & Hardy","","","1884","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 70 x 97 cm, folded to 16 x 11 cm","reformatted digital","","Relief shown by contours, hachures, and spot heights.","Includes tables for area of counties, astronomical positions, and arable land.","Full color by county. Nell did many of the Wheeler survey maps. The Ellis copy of this map was issued in Washington by Stone & Co. Folded into textured dark green cloth covers 17x10.5 with ""Nell's Topographical And Township Map Of The State Of Colorado."" stamped in gilt.","Pocket Map.","Includes bibliographical references (Ellis 97).","CU Libraries copy lacks covers.","","","","","","","","Topographic maps--19th century","","","","","","Counties--Colorado--Maps--19th century","Cities and towns--Colorado--Maps--19th century","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","19th century","lcsh","","","","","","Topographic maps","Maps","","","lcgft","Scale approximately 1:665,280, 1 inch = 10 1/2 miles","","","","","W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00""","","","","","","","Colorado mapology","text","GA414 .E55 1983","Catalog record: http://libraries.colorado.edu/record=b1088424~S3","maps_coHistorical_Nells_1884.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10022809~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1884 .N4","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","30","4545","maps_coHistorical_Nells_1884.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~30~151300"
"Colorado Historical Maps","Nell's Topographical Map of the State of Colorado","","","","","","","","Nell, Louis","","Nell, Louis","cartographers","","http://id.loc.gov/authorities/names/n50028440","E. Besley & Co.","","E. Besley & Co.","","http://id.loc.gov/authorities/names/no2018012757","Century Lith. Co.","","Century Lith. Co.","http://id.loc.gov/authorities/names/no2014066219","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","E. Besly","","","1889","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map; 74 x 96 cm","reformatted digital","","Relief shown by contours, hachures, and spot heights.","Shows county seats, reservations and private land grants, U.S. Land Offices, borders of land office districts, and natural features.","Full color by county. Folded into textured dark green cloth covers 17x10.5 with ""Nell's Map of Colorado, E. Besly & Co., Denver."" Stamped in gilt.","Pocket Map.","Includes bibliographical references (not in Ellis).","CU Libraries copy lacks covers.","","","","","","Topographic maps--19th century","","","","","","","","","","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","19th century","lcsh","","","","","","Topographic maps","Maps","","","lcgft","Scale 1:665,280, 1 inch = 10 1/2 miles","","","","","W 109°--W 107°/N 41°--N 37°","","","","","","","Colorado mapology","text","GA414 .E55 1983","Catalog record: http://libraries.colorado.edu/record=b1088424~S3","maps_coHistorical_Nells_1889.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10022823~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1889 .N4","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","31","4545","maps_coHistorical_Nells_1889.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~31~151298"
"Colorado Historical Maps","Nell's topographical map of the state of Colorado","","","","","","","","Nell, Louis","","Nell, Louis","cartographers","","http://id.loc.gov/authorities/names/n50028440","E. Besley & Co.","","E. Besley & Co.","","http://id.loc.gov/authorities/names/no2018012757","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","E. Besly & Co.","","","1887","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 73 x 99 cm, folded in cover 17 x 11 cm","reformatted digital","","Relief shown by contours, hachures, and spot heights.","Cover title: Nell's map of Colorado.","Shows post offices, reservations and private land grants, U.S. Land Offices, and Land Office districts.","Includes lists ""Area of counties,"" ""Arable land,"" and ""Astronomical positions.""","""Copyright by Louis Nell, Washington, D.C., 1887.""","In lower left margin: J.L. Smith, map publisher, 27 South Sixth St., Philadelphia, Pa.","C.U. Libraries copy lacks cover.","","","","","","","","","","","","","Land grants--Colorado--Maps","United States. General Land Office--Maps","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","Topographic maps","Maps","","","lcgft","Scale [1:633,600], 1 inch = 10 miles","","","","","W 109°00'--W 102°00'/N 41°00'--N 37°00'","","","","","","","","","","","maps_coHistorical_Nells_1887.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10022810~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1887 .N4","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","11","4545","maps_coHistorical_Nells_1887.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~11~151299"
"Colorado Historical Maps","Nell's topographical map of the state of Colorado","","","","","","","","Nell, Louis","","Nell, Louis","cartographers","","http://id.loc.gov/authorities/names/n50028440","Hamilton & Kendrick","","Hamilton & Kendrick","","http://id.loc.gov/authorities/names/no2018010968","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Hamilton and Kendrick","","","","1895","1899","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map; 73 x 100 cm, folded to 18 x 10 cm","reformatted digital","","Relief shown by contours, hachures and spot heights.","Shows county seats, reservations and private land grants, U.S. Land Offices, irrigation canals, and timber reserves.","Date on top of map is 1899, text in lower right corner indicates copyright by Louis Nell, Denver, Colo., 1895.","","","","","","","","","","","","","","","","","Forest reserves--Colorado--Maps","Canals--Colorado--Maps","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","Topographic maps","Physical maps","","","lcgft","Scale [1:633,600], 1 inch to 10 miles","","","","","W 109°00'--W 102°00'/N 41°00'--N 37°00'","","","","","","","","","","","maps_coHistorical_Nells_1899.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10022821~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1899 .N4","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","19","4545","maps_coHistorical_Nells_1899.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~19~151321"
"Colorado Historical Maps","Nell's topographical map of the state of Colorado","","","","","","","","Nell, Louis","","Nell, Louis","cartographers","","http://id.loc.gov/authorities/names/n50028440","Hamilton & Kendrick","","Hamilton & Kendrick","","http://id.loc.gov/authorities/names/no2018010968","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Hamilton and Kendrick","","","","1895","1896","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 101 x 73 cm, folded to 18 x 11 cm","reformatted digital","","Relief shown by contours, hachures, and spot heights.","Shows county seats, reservations and land grants, U.S. Land Offices, irrigation canals, and timber reserves.","""Maps of every description prepared by Louis Nell, Denver.""--Lower left margin.","Date on top of map is 1896, text in lower right corner indicates copyright by Louis Nell, Denver, Colo., 1895.","","","","","","","","","","","","","","","","Forest reserves--Colorado--Maps","Canals--Colorado--Maps","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","Physical maps","Topographic maps","Maps","","lcgft","Scale [1:633,600], 1 inch to 10 miles","","","","","W 109°00'--W 102°00'/N 41°00'--N 37°00'","","","","","","","","","","","maps_coHistorical_Nells_1896.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10022811~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1896 .N4","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","21","4545","maps_coHistorical_Nells_1896.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~21~151295"
